layer_idx,layer_name,filter_idx,sample_idx,iterations,learning_rate,tv_reg,l2_reg,activation_mode,final_activation,final_target_loss,final_suppression_loss,final_tv_loss,final_l2_loss,loss_reduction,grad_variation,loss_slope_lastk,loss_std_lastk,grad_mean_lastk,converged
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,10.0,post_relu_mean,619.5162963867188,-619.5162963867188,29.592998504638672,2.6036620140075684,3.300140857696533,375.89279556274414,0.21726490523966202,-0.331873423102057,19.160663149418532,1.900091109275818,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,10.0,post_relu_mean,571.2882690429688,-571.2882690429688,25.253141403198242,2.549069404602051,3.0136120319366455,353.0595893859863,0.27464156895322545,-0.3006273643626979,17.35671788396,1.7810737210512162,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,10.0,post_relu_mean,525.9127807617188,-525.9127807617188,21.656288146972656,2.489438056945801,2.766019344329834,334.7578430175781,0.3337840030700379,-0.27380413962100764,15.808363653635356,1.6871558195352554,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,20.0,post_relu_mean,586.608642578125,-586.608642578125,27.5762939453125,2.4754836559295654,2.847407341003418,346.16082763671875,0.2789511357670849,-0.2776369647926807,16.029915914366782,1.719820449948311,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,20.0,post_relu_mean,544.2784423828125,-544.2784423828125,23.64961814880371,2.419215679168701,2.617255926132202,329.69956970214844,0.331509695003472,-0.2563741548830469,14.8020825559844,1.628381918668747,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,20.0,post_relu_mean,496.6258239746094,-496.6258239746094,20.139270782470703,2.3388051986694336,2.368382453918457,312.7588806152344,0.39011986808213206,-0.2320416845031111,13.397217153356003,1.5403286284208297,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,25.0,post_relu_mean,573.6673583984375,-573.6673583984375,26.825332641601562,2.405355453491211,2.6522552967071533,335.7113571166992,0.3047476538248407,-0.25839320901006535,14.919103449986483,1.6552761030197143,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,25.0,post_relu_mean,527.9472045898438,-527.9472045898438,22.69584083557129,2.349259853363037,2.4340310096740723,319.0836868286133,0.3596218452842891,-0.2352708236040862,13.583937798138242,1.5553790777921677,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,15.0,25.0,post_relu_mean,484.8096008300781,-484.8096008300781,19.419292449951172,2.270052909851074,2.202476739883423,306.30089569091797,0.4129014051193618,-0.21614665178564887,12.479756380895306,1.490625536441803,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,10.0,post_relu_mean,606.2613525390625,-606.2613525390625,29.297521591186523,2.3729419708251953,3.14668869972229,350.5850524902344,0.23581080617842035,-0.30415445359659987,17.56035290177509,1.7970195412635803,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,10.0,post_relu_mean,557.5474243164062,-557.5474243164062,24.991395950317383,2.310379981994629,2.863213062286377,328.00621032714844,0.29696168437501724,-0.2731100967992034,15.76810730238793,1.6757564181089402,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,10.0,post_relu_mean,512.7333984375,-512.7333984375,21.408567428588867,2.242206573486328,2.6009182929992676,311.3582763671875,0.35454767348701616,-0.24978533253919724,14.42147021529509,1.5901920974254609,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,20.0,post_relu_mean,579.3885498046875,-579.3885498046875,27.72470474243164,2.24267315864563,2.716005802154541,326.20824432373047,0.29301246862942426,-0.25911097292584284,14.960274217952506,1.6372859609127044,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,20.0,post_relu_mean,527.4569091796875,-527.4569091796875,23.136249542236328,2.1803200244903564,2.4545044898986816,306.63321685791016,0.3492160048655638,-0.232584184878212,13.429030337634417,1.535396260023117,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,20.0,post_relu_mean,484.3647766113281,-484.3647766113281,19.886999130249023,2.1119275093078613,2.2115492820739746,292.8017807006836,0.40860780721463014,-0.21042437176957257,12.149043624362507,1.4546588057279586,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,25.0,post_relu_mean,562.455810546875,-562.455810546875,26.667787551879883,2.184752941131592,2.5191640853881836,315.00438690185547,0.3222673033832365,-0.23484208419068509,13.560294567773282,1.5636590749025345,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,25.0,post_relu_mean,514.193603515625,-514.193603515625,22.47700309753418,2.110896110534668,2.2720112800598145,298.21068572998047,0.3765322661614346,-0.21398422495276123,12.355349954306234,1.4704663950204848,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,25.0,25.0,post_relu_mean,470.15252685546875,-470.15252685546875,19.026033401489258,2.0424082279205322,2.045212745666504,286.7182846069336,0.4321915098026968,-0.19593270734630913,11.313020717479647,1.4055037373304367,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,10.0,post_relu_mean,594.3496704101562,-594.3496704101562,29.202070236206055,2.1493358612060547,3.013277530670166,329.38537216186523,0.25136746501909063,-0.2819129555196582,16.27623456120264,1.7118093544244766,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,10.0,post_relu_mean,542.2294311523438,-542.2294311523438,24.564573287963867,2.0841851234436035,2.71563458442688,307.0045280456543,0.31366981047227493,-0.2496105771174553,14.41119732565472,1.5865413337945937,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,10.0,post_relu_mean,499.2027587890625,-499.2027587890625,21.125654220581055,2.013824462890625,2.438844919204712,292.17887115478516,0.3713088906072744,-0.233105189747511,13.458305631919167,1.5101201730966567,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,20.0,post_relu_mean,561.26611328125,-561.26611328125,27.137222290039062,2.027395725250244,2.5744097232818604,304.7510299682617,0.31259716521126946,-0.23325735843057332,13.46763169730674,1.5429182928800582,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,20.0,post_relu_mean,512.0980224609375,-512.0980224609375,22.845829010009766,1.9698190689086914,2.304918050765991,286.7667007446289,0.37085277461996596,-0.21086404062109607,12.174656035827923,1.446369936466217,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,20.0,post_relu_mean,468.4004821777344,-468.4004821777344,19.457420349121094,1.894675612449646,2.0573878288269043,274.8844223022461,0.42336167763317795,-0.1913688291159,11.04911280446422,1.376161071062088,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,25.0,post_relu_mean,548.5397338867188,-548.5397338867188,26.396535873413086,1.9717628955841064,2.3899292945861816,296.43797302246094,0.33922914042132274,-0.21468246768959137,12.395636592112893,1.480214986205101,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,25.0,post_relu_mean,496.5535888671875,-496.5535888671875,21.98178482055664,1.9079065322875977,2.124765157699585,278.8221893310547,0.3943295219359188,-0.1939651293101175,11.199673222832963,1.388990877866745,False
8,wave_feature_stage1.0.wave_feature_conv1,21,15,1000,0.002,35.0,25.0,post_relu_mean,454.9945068359375,-454.9945068359375,18.738412857055664,1.8365671634674072,1.897822618484497,269.22691345214844,0.44671114367453496,-0.17802344696221165,10.278844698763162,1.329059287905693,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,10.0,post_relu_mean,313.2576904296875,-313.2576904296875,14.487719535827637,2.5513367652893066,2.1090269088745117,209.45763778686523,0.1656849006953354,-0.19576049856187197,11.302104847389588,1.193057753443718,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,10.0,post_relu_mean,282.9855651855469,-282.9855651855469,12.1666259765625,2.402815341949463,1.8423619270324707,205.30870056152344,0.21894474260384145,-0.17889103330908157,10.328176610966935,1.166963472366333,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,10.0,post_relu_mean,257.67413330078125,-257.67413330078125,10.435525894165039,2.2686312198638916,1.6247446537017822,204.74718475341797,0.2768969624569697,-0.168837910915882,9.747776228247204,1.1530473124980927,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,20.0,post_relu_mean,289.6839599609375,-289.6839599609375,12.772103309631348,2.325706958770752,1.7109218835830688,199.2323226928711,0.20484608565298917,-0.16974943986865662,9.800403226963022,1.1094224917888642,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,20.0,post_relu_mean,263.16119384765625,-263.16119384765625,10.867914199829102,2.192230224609375,1.5070850849151611,198.39754486083984,0.2590345381665197,-0.15945471979695,9.206088499221776,1.099402220249176,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,20.0,post_relu_mean,238.80813598632812,-238.80813598632812,9.360771179199219,2.0682268142700195,1.3334519863128662,199.2212677001953,0.31625063022505107,-0.14513879576153524,8.379896680037884,1.085751838684082,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,25.0,post_relu_mean,279.114501953125,-279.114501953125,12.069612503051758,2.214374542236328,1.5530163049697876,196.18470764160156,0.22274241677856862,-0.15922482372590932,9.193139362960405,1.0816296738386155,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,25.0,post_relu_mean,253.79808044433594,-253.79808044433594,10.30820369720459,2.0995912551879883,1.3734323978424072,196.2490005493164,0.27741758079078355,-0.14854771783952192,8.576618172267715,1.070018241405487,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,15.0,25.0,post_relu_mean,230.41796875,-230.41796875,8.82830810546875,1.97477388381958,1.217039942741394,198.80951690673828,0.3326524854510294,-0.14101826859693556,8.141865882948144,1.0738137567043304,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,10.0,post_relu_mean,288.97540283203125,-288.97540283203125,13.756373405456543,2.1576757431030273,1.8097214698791504,182.22891998291016,0.19317066324815477,-0.16277813681906686,9.398087617136046,1.0836149168014526,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,10.0,post_relu_mean,260.9678039550781,-260.9678039550781,11.607483863830566,2.0252327919006348,1.5712943077087402,180.49910736083984,0.24685346119397036,-0.14792207507748117,8.540201347010536,1.0609975737333297,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,10.0,post_relu_mean,236.75076293945312,-236.75076293945312,9.862730026245117,1.9092975854873657,1.3698911666870117,182.4374771118164,0.3000290482409549,-0.14015479034112543,8.091751014502801,1.0622086656093597,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,20.0,post_relu_mean,266.6065673828125,-266.6065673828125,12.205729484558105,1.9605779647827148,1.4507501125335693,175.80706787109375,0.22874648796299482,-0.1422029094256867,8.210029565917917,1.0200112330913544,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,20.0,post_relu_mean,241.61793518066406,-241.61793518066406,10.269160270690918,1.8536953926086426,1.2704188823699951,177.53165435791016,0.28089586470660943,-0.13212942251733173,7.628452505749524,1.01175299346447,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,20.0,post_relu_mean,218.961669921875,-218.961669921875,8.801496505737305,1.7469546794891357,1.1133449077606201,180.77289581298828,0.334888261724659,-0.12685395025843968,7.323993726909304,1.023705616593361,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,25.0,post_relu_mean,257.5947570800781,-257.5947570800781,11.517635345458984,1.8783471584320068,1.3184956312179565,175.26171875,0.24519588425141914,-0.13471444380790307,7.777659759983557,0.998751163482666,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,25.0,post_relu_mean,232.31289672851562,-232.31289672851562,9.711909294128418,1.771552562713623,1.1524314880371094,176.87716674804688,0.2979115764316286,-0.12641511870335362,7.298625399025417,0.9982659563422203,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,25.0,25.0,post_relu_mean,210.3125457763672,-210.3125457763672,8.307991981506348,1.6703040599822998,1.012916922569275,180.9669647216797,0.35057869886578286,-0.11927500735736167,6.886457596819182,1.007223613858223,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,35.0,10.0,post_relu_mean,261.67333984375,-261.67333984375,13.05800724029541,1.779600977897644,1.520221471786499,158.97921752929688,0.21885700660690768,-0.13451643692367946,7.766500671664464,0.98951823502779,False
8,wave_feature_stage1.0.wave_feature_conv1,15,15,1000,0.002,35.0,10.0,post_relu_mean,234.35179138183594,-234.35179138183594,10.926752090454102,1.6666933298110962,1.3016873598098755,158.93450927734375,0.2733745815359286,-0.12256984666346392,7.076860094056502,0.9719279208779334,False
