layer_idx,layer_name,filter_idx,sample_idx,iterations,learning_rate,tv_reg,l2_reg,activation_mode,final_activation,final_target_loss,final_suppression_loss,final_tv_loss,final_l2_loss,loss_reduction,grad_variation,loss_slope_lastk,loss_std_lastk,grad_mean_lastk,converged
56,source_localization_stage4.0.skip_connection.0,121,0,1000,0.001,0.0,0.0,post_relu_mean,338.3836975097656,-338.3836975097656,57.64014434814453,0.0,0.0,202.44937133789062,0.16516288348226293,-0.22682061958928124,13.095397541732233,2.723137481212616,False
56,source_localization_stage4.0.skip_connection.0,121,0,1000,0.001,0.0,0.0,post_relu_mean,337.49151611328125,-337.49151611328125,57.02983093261719,0.0,0.0,185.36456298828125,0.15289481663791793,-0.2065226475632593,11.923502235068792,2.5156177282333374,False
56,source_localization_stage4.0.skip_connection.0,121,0,1000,0.001,0.0,0.0,post_relu_mean,336.9562072753906,-336.9562072753906,56.409427642822266,0.0,0.0,169.25704956054688,0.14486012704076742,-0.18902329253406513,10.913152032782074,2.3221123492717743,False
56,source_localization_stage4.0.skip_connection.0,157,0,1000,0.001,0.0,0.0,post_relu_mean,340.08319091796875,-340.08319091796875,57.39388656616211,0.0,0.0,209.37152099609375,0.1750164490824236,-0.23907810136507077,13.803345347538842,2.6334072935581205,False
56,source_localization_stage4.0.skip_connection.0,157,0,1000,0.001,0.0,0.0,post_relu_mean,339.5321350097656,-339.5321350097656,56.80651092529297,0.0,0.0,192.74974060058594,0.16068378257865898,-0.22000526510049956,12.702142021886287,2.4273037791252134,False
56,source_localization_stage4.0.skip_connection.0,157,0,1000,0.001,0.0,0.0,post_relu_mean,338.3802185058594,-338.3802185058594,56.04804229736328,0.0,0.0,176.28559112548828,0.14685071108540257,-0.19996539711084937,11.545029755927466,2.2287145161628725,False
56,source_localization_stage4.0.skip_connection.0,146,0,1000,0.001,0.0,0.0,post_relu_mean,301.582763671875,-301.582763671875,53.489341735839844,0.0,0.0,174.4025421142578,0.13853941464900493,-0.18669955743491973,10.77905063122546,2.6957308554649355,False
56,source_localization_stage4.0.skip_connection.0,146,0,1000,0.001,0.0,0.0,post_relu_mean,299.80889892578125,-299.80889892578125,52.226749420166016,0.0,0.0,158.85476684570312,0.13034792040758017,-0.1671043598904914,9.64768249033397,2.507320100069046,False
56,source_localization_stage4.0.skip_connection.0,146,0,1000,0.001,0.0,0.0,post_relu_mean,297.36328125,-297.36328125,50.65639877319336,0.0,0.0,144.20558166503906,0.1192397161933641,-0.15135465041289117,8.7384047692643,2.326632254123688,False
59,source_localization_stage4.1.wave_feature_conv1,123,0,1000,0.001,0.0,0.0,post_relu_mean,505.29400634765625,-505.29400634765625,42.556575775146484,0.0,0.0,330.07098388671875,0.7189946878770804,-0.37102113233220235,21.420990191976905,6.890755636692047,False
