layer_idx,filter_idx,iterations,learning_rate,tv_reg,l2_reg,final_activation,final_target_loss,final_suppression_loss,final_tv_loss,final_l2_loss,loss_reduction,grad_variation,loss_slope_lastk,loss_std_lastk,grad_mean_lastk,converged
36,30,1000,0.005,1e-05,0.0001,2685.616455078125,-2685.616455078125,980.1333618164062,7.375787258148193,22.644775390625,1527.564926147461,0.26326022372953595,-1.625749546784324,93.86155858252226,3.565262690782547,False
36,30,1000,0.005,0.0001,0.0,2689.41650390625,-2689.41650390625,981.8425903320312,7.394030570983887,0.0,1529.6573944091797,0.26176317063028953,-1.6292081752117045,94.06123188843976,3.5606444478034973,False
36,30,1000,0.005,0.0001,1e-06,2685.47119140625,-2685.47119140625,980.0886840820312,7.385217189788818,22.660140991210938,1527.4659881591797,0.2615787598416818,-1.625181641320818,93.82877920094585,3.5601065230369566,False
36,30,1000,0.005,0.0001,1e-05,2685.81298828125,-2685.81298828125,980.6016845703125,7.376370906829834,22.666240692138672,1527.2944946289062,0.26167567972359196,-1.622248316339744,93.65938517954298,3.5585993921756742,False
36,30,1000,0.005,0.0001,0.0001,2683.51904296875,-2683.51904296875,979.379150390625,7.361968517303467,22.66010093688965,1526.2210998535156,0.26123546560555816,-1.6206742591660495,93.56850752995814,3.5599118781089785,False
36,30,1000,0.005,0.0005,0.0,2683.29150390625,-2683.29150390625,979.59228515625,7.375739574432373,0.0,1525.7799072265625,0.2599979933799907,-1.619161117669299,93.4812247900889,3.5561190676689147,False
36,30,1000,0.005,0.0005,1e-06,2688.23388671875,-2688.23388671875,981.4330444335938,7.385425567626953,22.645397186279297,1528.8814697265625,0.26273061872241044,-1.6259168032545537,93.87122269574942,3.561468609571457,False
36,30,1000,0.005,0.0005,1e-05,2687.078369140625,-2687.078369140625,980.9882202148438,7.362300872802734,22.655487060546875,1528.1705474853516,0.26323401859754736,-1.6254697057428873,93.84541476938593,3.563521441221237,False
36,30,1000,0.005,0.0005,0.0001,2687.40234375,-2687.40234375,981.076416015625,7.370196342468262,22.657705307006836,1528.4044036865234,0.2624413946255214,-1.6273433143811997,93.95354327123808,3.563079869747162,False
36,30,1000,0.01,0.0,0.0,5261.41552734375,-5261.41552734375,1922.0281982421875,0.0,0.0,3161.4713134765625,0.27027017991602265,-3.3007417432750272,190.5660566911149,3.70153035402298,False
36,30,1000,0.01,0.0,1e-06,5265.783203125,-5265.783203125,1923.374755859375,0.0,78.90530395507812,3164.4925537109375,0.2713039436207052,-3.3060709004297366,190.87376734455628,3.7004398894309998,False
36,30,1000,0.01,0.0,1e-05,5261.20556640625,-5261.20556640625,1921.9903564453125,0.0,78.88888549804688,3161.2987213134766,0.27058394203380687,-3.296640485836365,190.32935140171557,3.699865003824234,False
36,30,1000,0.01,0.0,0.0001,5265.693359375,-5265.693359375,1922.91748046875,0.0,78.96672058105469,3164.852279663086,0.27174762765834887,-3.3093393649538503,191.06241389756983,3.7045244550704957,False
36,30,1000,0.01,1e-05,0.0,5260.322265625,-5260.322265625,1921.59912109375,14.752531051635742,0.0,3160.8070068359375,0.272426663326727,-3.2948944290013493,190.22847341380762,3.70721755027771,False
36,30,1000,0.01,1e-05,1e-06,5269.0263671875,-5269.0263671875,1924.931396484375,14.793298721313477,78.98487854003906,3166.1788330078125,0.2725712177341932,-3.3041455894795804,190.76259626236993,3.7040697741508484,False
