layer_idx,layer_name,filter_idx,sample_idx,iterations,learning_rate,tv_reg,l2_reg,activation_mode,final_activation,final_target_loss,final_suppression_loss,final_tv_loss,final_l2_loss,loss_reduction,grad_variation,loss_slope_lastk,loss_std_lastk,grad_mean_lastk,converged
8,wave_feature_stage1.0.wave_feature_conv1,21,4,1000,0.002,150.0,30.0,post_relu_mean,107.06981658935547,-107.06981658935547,5.001938343048096,0.32159703969955444,0.24638521671295166,224.34508514404297,0.6703691667867213,-0.06481593034098088,3.7489696026735935,1.8110590428113937,False
8,wave_feature_stage1.0.wave_feature_conv1,15,4,1000,0.002,150.0,30.0,post_relu_mean,28.131141662597656,-28.131141662597656,2.3541581630706787,0.12474283576011658,0.10573171824216843,230.86706161499023,0.46178077196268397,-0.10025814688269201,5.794104525719805,2.1764807832241058,False
8,wave_feature_stage1.0.wave_feature_conv1,24,4,1000,0.002,150.0,30.0,post_relu_mean,18.943056106567383,-18.943056106567383,2.317239284515381,0.10203631222248077,0.09491526335477829,274.7814712524414,0.5271789300729065,-0.11375543628550432,6.575084250180342,2.3967843759059906,False
8,wave_feature_stage1.0.wave_feature_conv1,26,4,1000,0.002,150.0,30.0,post_relu_mean,16.482463836669922,-16.482463836669922,2.0643129348754883,0.10360507667064667,0.08078103512525558,296.5775947570801,0.5631435153571444,-0.12360973373318099,7.151973107830178,2.5304322588443755,False
8,wave_feature_stage1.0.wave_feature_conv1,20,4,1000,0.002,150.0,30.0,post_relu_mean,17.947776794433594,-17.947776794433594,2.5195846557617188,0.06017357110977173,0.0828275978565216,307.90602111816406,0.5183969273490049,-0.13022543295964226,7.534158503831828,2.7380319809913636,False
10,wave_feature_stage1.0.wave_feature_conv2,5,4,1000,0.002,150.0,30.0,post_relu_mean,14.189859390258789,-14.189859390258789,1.4962836503982544,0.07730761915445328,0.0975685864686966,161.0934543609619,0.1692077758084708,-0.06485826909886311,3.749206264307914,2.0426063084602357,False
10,wave_feature_stage1.0.wave_feature_conv2,27,4,1000,0.002,150.0,30.0,post_relu_mean,6.679907321929932,-6.679907321929932,1.4011143445968628,0.06680579483509064,0.08596130460500717,208.2756118774414,0.2659776359094355,-0.09030368815374637,5.221571288983866,2.212990229129791,False
10,wave_feature_stage1.0.wave_feature_conv2,19,4,1000,0.002,150.0,30.0,post_relu_mean,5.438254356384277,-5.438254356384277,1.3550405502319336,0.06148683652281761,0.07999888062477112,220.08935546875,0.29081175854543756,-0.08730930899872764,5.048813917337689,2.215253539085388,False
10,wave_feature_stage1.0.wave_feature_conv2,1,4,1000,0.002,150.0,30.0,post_relu_mean,4.03238582611084,-4.03238582611084,1.3130629062652588,0.05957857146859169,0.07348413020372391,228.23834609985352,0.26646779719701497,-0.09538383912764777,5.516677284176434,2.291867754459381,False
10,wave_feature_stage1.0.wave_feature_conv2,25,4,1000,0.002,150.0,30.0,post_relu_mean,3.5238280296325684,-3.5238280296325684,1.2846604585647583,0.04940613731741905,0.06598060578107834,239.57583236694336,0.27293752957085066,-0.09646666073668594,5.578369895735291,2.324484359025955,False
14,wave_feature_stage1.1.wave_feature_conv1,18,4,1000,0.002,150.0,30.0,post_relu_mean,42.41389083862305,-42.41389083862305,2.8848087787628174,0.15881472826004028,0.158432275056839,196.52156829833984,0.4947332936423618,-0.07410169504306276,4.281912957436336,2.023076542019844,False
14,wave_feature_stage1.1.wave_feature_conv1,2,4,1000,0.002,150.0,30.0,post_relu_mean,36.865692138671875,-36.865692138671875,2.714317798614502,0.16035518050193787,0.1540447175502777,245.13929748535156,0.5865804535512315,-0.0812736685614177,4.698619211093577,2.0594612801074983,False
14,wave_feature_stage1.1.wave_feature_conv1,20,4,1000,0.002,150.0,30.0,post_relu_mean,9.828483581542969,-9.828483581542969,1.802245855331421,0.09212422370910645,0.09296570718288422,260.9969139099121,0.4796490927917393,-0.10652746980352826,6.160021304440735,2.2872575199604035,False
14,wave_feature_stage1.1.wave_feature_conv1,16,4,1000,0.002,150.0,30.0,post_relu_mean,12.383983612060547,-12.383983612060547,1.940340518951416,0.08587417006492615,0.08825500309467316,265.5386428833008,0.4970364189264812,-0.10907228324934197,6.305667502007291,2.3610423052310945,False
14,wave_feature_stage1.1.wave_feature_conv1,9,4,1000,0.002,150.0,30.0,post_relu_mean,9.275494575500488,-9.275494575500488,1.8777236938476562,0.08871124684810638,0.08468927443027496,272.9548988342285,0.49175286915332855,-0.11481752466728082,6.637909824025365,2.403268046379089,False
16,wave_feature_stage1.1.wave_feature_conv2,11,4,1000,0.002,150.0,30.0,post_relu_mean,5.997204780578613,-5.997204780578613,1.2983567714691162,0.06437104940414429,0.07703210413455963,206.2906150817871,0.2192625484222056,-0.08759270163261194,5.066479516749767,2.22878277182579,False
16,wave_feature_stage1.1.wave_feature_conv2,4,4,1000,0.002,150.0,30.0,post_relu_mean,5.570255756378174,-5.570255756378174,1.323289394378662,0.07100614905357361,0.07773354649543762,214.6719150543213,0.2891675795661817,-0.09231150161564633,5.3375930352533585,2.2293053925037385,False
